Idx,Comment,Code,License,Label,Author,Datasets,Packages,Output Types,Output Names,Source,Title,Project description,Domain,Publication date,Date modified,DOI
11130 P2_analysis_newbins.R 19,REGRESSION ANALYSIS: GROUPING BY AUTHORITIES  nonnormalized CE,resultspoleis$AUTHORITIES <- rownames(resultspoleis) resultspoleis$DATE <- as.numeric(as.character(resultspoleis$DATE)),CC-By Attribution 4.0 International,Statistical Modeling,Barbara Pavlek,['2018_01_10_CoinImagesAll.csv'],"['infotheo', 'ggplot2', 'ggplot2', 'ggplot2', 'ggplot2', 'lme4', 'lme4']",{'CSV'},"{'P2analysis_newbins_results.csv', 'P2analysis_newbins_results_bypolis.csv'}",https://osf.io/uckzx/,Heads & Tails: A study of the informational value of Greek coinage (650 BCE – 336 BCE),Hosted on the Open Science Framework,Psychology,2017-11-06,2021-01-31,None
9012 mse_values_for_density_smoother.R 0," Meanimputes missing values for a vector x   NOTE: see http://www.mailarchive.com/rhelp@rproject.org/msg58289.html   Args:    x: numeric vector   Returns:    x, with missing values replaced by mean(x) ","return(replace(x, is.na(x), mean(x, na.rm = T))) } makeConstructMatrix <- function(net, a) { ",CC-By Attribution 4.0 International,Data Variable,Jacob C. Fisher,None,"['prosperHelper2', 'hydroGOF', 'latentnet', 'latentnetDiffusion', 'dplyr', 'dtplyr', 'tidyr', 'parallel']",None,None,https://osf.io/2phst/,Social Space Diffusion: Applications of a Latent Space Model to Diffusion with Uncertain Ties,"Social networks represent two different facets of social life: (1) stable paths for diffusion, or the spread of something through a connected population, and (2) random draws from an underlying social space, which indicate the relative positions of the people in the network to one another.  The dual nature of networks creates a challenge – if the observed network ties are a single random draw, is it realistic to expect that diffusion only follows the observed network ties?  This study takes a first step towards integrating these two perspectives by introducing a social space diffusion model.  In the model, network ties indicate positions in social space, and diffusion occurs proportionally to distance in social space.  Practically, the simulation occurs in two parts.  First, positions are estimated using a statistical model (in this example, a latent space model).  Then, second, the predicted probabilities of a tie from that model – representing the distances in social space – or a series of networks drawn from those probabilities – representing routine churn in the network – are used as weights in a weighted averaging framework.  Using longitudinal data from high school friendship networks, I explore the properties of the model.  I show that the model produces smoothed diffusion results, which predict attitudes in future waves 10% better than a diffusion model using the observed network, and up to 5% better than diffusion models using alternative, non-model-based smoothing approaches. 
    Hosted on the Open Science Framework",Social Science,2017-04-04,2020-11-21,None
10181 20180714Study2analysisscriptextradata.R 3,how many missing data for WVSES questions?,sum(is.na(df21$WVSE1)) sum(is.na(df21$WVSE2)),CC0 1.0 Universal,Data Variable,Adam Pegler,['MTurk Data2.csv'],['dplyr'],None,None,https://osf.io/9jzfr/,Construction and Initial Validation of the Worth and Value Self-Esteem Scale (WAVSES),"Files and preregistration for the development and the initial validation of a 2-item self-report measure of self-esteem (the Worth and Value Self-Esteem Scale; WAVSES) -- a scale  designed to be maximally content valid for the narrow self-worth/value definition of self-esteem popular in personality and social psychology. 
    Hosted on the Open Science Framework",Psychology,2017-06-09,2018-11-04,None
222 custom_functions.R 5,To log transform Years,TEST_data <- TEST_data %>% mutate(Yearslog = log(Years)),CC0 1.0 Universal,Data Variable,Ashley J. Thomas,None,None,None,None,https://osf.io/4g2tu/,Beliefs about social dynamics and open science,Hosted on the Open Science Framework,Social Science,2021-10-11,2023-12-12,None
222 custom_functions.R 24,Making factors for reasons based on factor analysis. This is making a new data frames that also has plans,"TEST_data_withplans <- dplyr::select( TEST_data, c( 'Hierarchy':'Cooperate', 'plan_materials', 'plan_MS', 'self_MS_prestige', 'self_MS_cooper', 'self_materials_prestige', 'self_materials_cooper' ) ) ",CC0 1.0 Universal,Data Variable,Ashley J. Thomas,None,None,None,None,https://osf.io/4g2tu/,Beliefs about social dynamics and open science,Hosted on the Open Science Framework,Social Science,2021-10-11,2023-12-12,None
222 custom_functions.R 30,Word Cloud GG plot,"ggwordcloudc <- function(x,y){ freqt<-count(x,y) set.seed(42) ggplot(freqt, aes( label = y, size = n, color=factor(sample.int(10,nrow(x),replace=TRUE)))) + geom_text_wordcloud(area_corr = TRUE) + scale_size_area(max_size = 24) + theme_minimal() } ",CC0 1.0 Universal,Visualization,Ashley J. Thomas,None,None,None,None,https://osf.io/4g2tu/,Beliefs about social dynamics and open science,Hosted on the Open Science Framework,Social Science,2021-10-11,2023-12-12,None
222 custom_functions.R 37,"Calculate quantiles for eigenvalues, but only store those from simulated CF model in percentile1 ","percentile <- apply(parallel$values, 2, function(x) quantile(x, .95)) min <- as.numeric(nrow(obs)) min <- (4 * min) - (min - 1) max <- as.numeric(nrow(obs)) max <- 4 * max percentile1 <- percentile[min:max] percentile <- apply(parallel$values, 2, function(x) quantile(x, .95)) min <- as.numeric(nrow(obs)) min <- (4 * min) - (min - 1) max <- as.numeric(nrow(obs)) max <- 4 * max percentile1 = percentile[min:max] ",CC0 1.0 Universal,Data Variable,Ashley J. Thomas,None,None,None,None,https://osf.io/4g2tu/,Beliefs about social dynamics and open science,Hosted on the Open Science Framework,Social Science,2021-10-11,2023-12-12,None
222 custom_functions.R 43,Label the yaxis 'Eigenvalue',scale_y_continuous(name = 'Eigenvalue') +,CC0 1.0 Universal,Visualization,Ashley J. Thomas,None,None,None,None,https://osf.io/4g2tu/,Beliefs about social dynamics and open science,Hosted on the Open Science Framework,Social Science,2021-10-11,2023-12-12,None
222 custom_functions.R 44,"Label the xaxis 'Factor Number', and ensure that it ranges from 1max  of factors, increasing by one with each 'tick' mark. ","scale_x_continuous(name = 'Factor Number', breaks = min(eigendat$num):max(eigendat$num)) + ",CC0 1.0 Universal,Visualization,Ashley J. Thomas,None,None,None,None,https://osf.io/4g2tu/,Beliefs about social dynamics and open science,Hosted on the Open Science Framework,Social Science,2021-10-11,2023-12-12,None
10054 bivariate_model_summer_revision.R 2,drop row without fid data and without distance burrow data,"fid <- fid[!is.na(fid$FID),] fid <- fid[!is.na(fid$dist_burrow),] ",CC-By Attribution 4.0 International,Data Variable,Daniel T. Blumstein,"['~/My Drive/phd/fieldwork/mckenna_project/for_submission/fid_data_osf.csv', '~/My Drive/phd/fieldwork/mckenna_project/for_submission/revision/summer_data_osf_23March23.csv']","['mgcv', 'car', 'MASS', 'psych', 'ggplot2', 'MCMCvis', 'ggpolypath', 'ks', 'stringr', 'brms']",None,None,https://osf.io/3wy58/,Is flight initiation distance associated with longer-term survival in yellow-bellied marmots (Marmota flaviventer)?,"This repository hosts data and R code for Blumstein D. T., Sanchez M., Philson C. S., Bliard L. (2023). Is flight initiation distance associated with longer-term survival in yellow-bellied marmots (Marmota flaviventer)? Animal Behaviour. https://doi.org/10.1016/j.anbehav.2023.05.013. Data and code also available on https://github.com/lbiard/marmot_fid_survival 
    Hosted on the Open Science Framework",Psychology,2022-09-14,2023-05-09,10.17605/OSF.IO/3WY58
10054 bivariate_model_summer_revision.R 21,get probability contours for plot,"kd <- ks::kde(plot_data, compute.cont=TRUE) contour_90 <- with(kd, contourLines(x=eval.points[[1]], y=eval.points[[2]], z=estimate, levels=cont[""10%""])[[1]]) contour_90 <- data.frame(contour_90) contour_80 <- with(kd, contourLines(x=eval.points[[1]], y=eval.points[[2]], z=estimate, levels=cont[""20%""])[[1]]) contour_80 <- data.frame(contour_80) contour_70 <- with(kd, contourLines(x=eval.points[[1]], y=eval.points[[2]], z=estimate, levels=cont[""30%""])[[1]]) contour_70 <- data.frame(contour_70) contour_60 <- with(kd, contourLines(x=eval.points[[1]], y=eval.points[[2]], z=estimate, levels=cont[""40%""])[[1]]) contour_60 <- data.frame(contour_60) contour_50 <- with(kd, contourLines(x=eval.points[[1]], y=eval.points[[2]], z=estimate, levels=cont[""50%""])[[1]]) contour_50 <- data.frame(contour_50) contour_40 <- with(kd, contourLines(x=eval.points[[1]], y=eval.points[[2]], z=estimate, levels=cont[""60%""])[[1]]) contour_40 <- data.frame(contour_40) contour_30 <- with(kd, contourLines(x=eval.points[[1]], y=eval.points[[2]], z=estimate, levels=cont[""70%""])[[1]]) contour_30 <- data.frame(contour_30) contour_20 <- with(kd, contourLines(x=eval.points[[1]], y=eval.points[[2]], z=estimate, levels=cont[""80%""])[[1]]) contour_20 <- data.frame(contour_20) contour_10 <- with(kd, contourLines(x=eval.points[[1]], y=eval.points[[2]], z=estimate, levels=cont[""90%""])[[1]]) contour_10 <- data.frame(contour_10) ",CC-By Attribution 4.0 International,Visualization,Daniel T. Blumstein,"['~/My Drive/phd/fieldwork/mckenna_project/for_submission/fid_data_osf.csv', '~/My Drive/phd/fieldwork/mckenna_project/for_submission/revision/summer_data_osf_23March23.csv']","['mgcv', 'car', 'MASS', 'psych', 'ggplot2', 'MCMCvis', 'ggpolypath', 'ks', 'stringr', 'brms']",None,None,https://osf.io/3wy58/,Is flight initiation distance associated with longer-term survival in yellow-bellied marmots (Marmota flaviventer)?,"This repository hosts data and R code for Blumstein D. T., Sanchez M., Philson C. S., Bliard L. (2023). Is flight initiation distance associated with longer-term survival in yellow-bellied marmots (Marmota flaviventer)? Animal Behaviour. https://doi.org/10.1016/j.anbehav.2023.05.013. Data and code also available on https://github.com/lbiard/marmot_fid_survival 
    Hosted on the Open Science Framework",Psychology,2022-09-14,2023-05-09,10.17605/OSF.IO/3WY58
7301 Goal 1 Analysis.R 4,"pcurve pcurve(m.cor) Funnel plot, symmetry test (Egger's regression), failsafe n ","pdf(""Self_control_Funnel.pdf"",width=5,height=5) funnel(m.cor,xlab = ""Correlation"") dev.off() eggers.test(x = m.cor) fsn(yi=m.cor$TE, sei=m.cor$seTE, type=""Rosenthal"") plot(copas(m.cor)) copas(m.cor) ",CC-By Attribution 4.0 International,Visualization,Xin Sun,None,"['patchwork', 'waffle']",None,None,https://osf.io/sqfnt/,Self-Control and Social Desirability Meta-analysis,"Contains files necessary to reproduce results reported in ""On the Association Between the Self-Control Scale and Social Desirability Measures: A Meta-Analysis and Systematic Review"" 
    Hosted on the Open Science Framework",Social Science,2023-02-28,2023-03-11,None
8972 Posthoc_H3b.R 11," H3a: stress ~ trust  set Cauchy prior (0, 1) as stated in the preregistration ","prior.coef <- brms::prior(cauchy(0,1),class='b') ",CC0 1.0 Universal,Statistical Modeling,Andreas Lieberoth,None,"['brms', 'countrycode', 'lme4', 'lmerTest', 'ggplot2']",None,None,https://osf.io/z39us/,COVIDiSTRESS global survey,"Survey in 48 languages collecting global data on the psychological and behavioural  impact of the COVID-19/coronavirus crisis. Collaborative open science project. By the COVIDiSTRESS global survey research community.

Open science project aiming at inclusion and collaboration between diverse researchers. Inquiries welcome. 
    Hosted on the Open Science Framework",Social Science,2020-03-30,2021-03-30,10.17605/OSF.IO/Z39US
11623 Exp2_judgment.R 3,Fit logistic model to each individual's data to estimate PSEs,"jdat$PSE <- 500 for(i in as.numeric(levels(jdat$Subject))){ dat <- subset(jdat, Subject==i) if(dat$cannot_fit[1]==0){ fit.glm <- glm(faster ~ Distort, family=binomial, data=dat) jdat$PSE[jdat$Subject==i] <- -coef(fit.glm)[1]/coef(fit.glm)[2]  #PSE is -b0/b1 } } ",CC-By Attribution 4.0 International,Statistical Modeling,William Hayes,None,"['readxl', 'lme4', 'car', 'emmeans', 'ggplot2', 'gridExtra']",None,None,https://osf.io/wxgm5/,Context Effects in Reproduction and Perception of Song Tempo,"Datasets and code accompanying:
Hayes, W. M., Wedell, D. H., & Rashotte, M. A. (2019). Context effects in reproduction and perception of song tempo. Journal of Experimental Psychology: Human Perception and Performance. Advance online publication. http://dx.doi.org/10.1037/xhp0000710 
    Hosted on the Open Science Framework",Psychology,2019-09-05,2021-04-27,None
11623 Exp2_judgment.R 8,Linear mixed effects model for graded judgments,"mod_full <- lmer(GradedJudge ~ Context*(GMSI_Gen_Z + Order*Distort) + (1|Subject), data=jdat2) summary(mod_full) Anova(mod_full, type=3, test='Chisq') ",CC-By Attribution 4.0 International,Statistical Modeling,William Hayes,None,"['readxl', 'lme4', 'car', 'emmeans', 'ggplot2', 'gridExtra']",None,None,https://osf.io/wxgm5/,Context Effects in Reproduction and Perception of Song Tempo,"Datasets and code accompanying:
Hayes, W. M., Wedell, D. H., & Rashotte, M. A. (2019). Context effects in reproduction and perception of song tempo. Journal of Experimental Psychology: Human Perception and Performance. Advance online publication. http://dx.doi.org/10.1037/xhp0000710 
    Hosted on the Open Science Framework",Psychology,2019-09-05,2021-04-27,None
1206 02_prevalence-of-scipop.R 1,Custom function for weighted Likert plot,"panel <- function(...){ HH::panel.likert(...) vals <- list(...) df <- data.frame(x = vals$x, y = vals$y, groups = vals$groups) grps <- as.character(df$groups) for(i in 1:length(colnames(likertscipop.df))){ grps <- sub(paste0('^', colnames(likertscipop.df)[i]), i, grps) } df <- df[order(df$y,grps),] df$correctX <- ave(df$x, df$y, FUN = function(x){ x[x < 0] <- rev(cumsum(rev(x[x < 0]))) - x[x < 0]/2 x[x > 0] <- cumsum(x[x > 0]) - x[x > 0]/2 return(x) }) subs <- sub(' Positive$', '', df$groups) collapse <- subs[-1] == subs[-length(subs)] & df$y[-1] == df$y[-length(df$y)] df$abs <- abs(df$x) df$abs[c(collapse, F)] <- df$abs[c(collapse, F)] + df$abs[c(F, collapse)] df$correctX[c(collapse, F)] <- 0 df <- df[c(T, !collapse),] df$perc <- round(ave(df$abs, df$y, FUN = function(x){x/sum(x) * 100}), 1) df$perc <- paste0(df$perc,'%') df$perc[df$perc == ""0%""] <- """" lattice::panel.text(x = df$correctX, y = df$y, label = df$perc, cex = 1.2, font = 1, col = ""white"") } ",CC-By Attribution 4.0 International,Visualization,Niels G. Mede,None,"['questionr', 'survey', 'jtools', 'lavaan', 'reshape2', 'ggpubr', 'viridis']",None,None,https://osf.io/qj4xr/,Who supports science-related populism? A nationally representative survey on the prevalence and explanatory factors of populist attitudes toward science in Switzerland,"This project contains supplementary material for the article “Who supports science-related populism? A nationally representative survey on the prevalence and explanatory factors of populist attitudes toward science in Switzerland”, which was published in PLOS One (Mede et al., 2022). 
    Hosted on the Open Science Framework",Social Science,2021-01-27,2022-09-04,None
10278 02b_Descriptives_Study2.R 8,calculate mean and sd in deduplicated data set,"means <- c(means, paste0(Round(mean(desc[!duplicated(desc$id), i])), "" ("", Round(sd(desc[!duplicated(desc$id), i])), "")"")) } } ",CC-By Attribution 4.0 International,Data Variable,Lara Kroencke,['../data_prepared/data_clean_S2.csv'],"['psych', 'numform', 'Lambda4']",None,None,https://osf.io/nxyh3/,Social status and emotional dynamics in narcissism,"Here we provide you with supplemental materials (Preregistration, Data, Statistical Code, Supplemental Analyses/Results) to the manuscript ""Narcissistic Status Pursuit in Everyday Social Life: A Within-Person Process Approach to the Behavioral and Emotional Dynamics of Narcissism"".

Please cite the manuscript as:
Kroencke, L., Kuper, N., Mota, S., Geukes, K., Zeigler-Hill, V., & Back, M. D. (2023). Narcissistic status pursuit in everyday social life: A within-person process approach to the behavioral and emotional dynamics of narcissism. Journal of Personality and Social Psychology, 125(6), 1519–1541. https://doi.org/10.1037/pspp0000467 
    Hosted on the Open Science Framework",Psychology,2020-02-17,2024-02-15,None
11682 Data.PC.VAR.Fixed.R 5," For each person combine component scores F, with loading matrix B and error values E to obtain latent structure  For each person standardized the data using the withinperson mean and standard deviation ","Y = matrix(0,nrow(data),P) colnames(Y) = sprintf(""Y%d"",seq(1:P)) Error.var = matrix(0,nrow(data),P) colnames(Error.var) = sprintf(""E%d"",seq(1:P)) FB.var = matrix(0,nrow(data),P) colnames(FB.var) = sprintf(""FB%d"",seq(1:P)) for (i in 1:N){ n.i = which(data$ID==i) E = sqrt(var.E)*mvrnorm(length(n.i), rep(0,P), diag(P)) Y[n.i,] = F[n.i,] %*% t(B) + E Error.var[n.i,] = E FB.var[n.i,] = F[n.i,] %*% t(B) } data = cbind(data,Y) return(list(Sigma.Psi=NULL,Psi=Psi,Psi.i=NULL,lambda.max.list=NULL,Components=F,data=data, Error.var=Error.var,FB.var=FB.var)) } ",CC-By Attribution 4.0 International,Statistical Modeling,Ginette Lafit,None,None,None,None,https://osf.io/rs6un/,A systematic study into the factors that affect the predictive accuracy of multilevel VAR(1) models,"R script to performs the simulation study to study the factors that affect predictive accuracy in multilevel VAR(1) models. 
    Hosted on the Open Science Framework",Psychology,2020-06-29,2021-08-09,10.17605/OSF.IO/RS6UN
